architecture,architecture_label,artifact_path,probe_id,stratum,region,lat,lon,heading,distance_mode,repeat,status,error,query_core_ms,reported_total_ms,host_wall_ms,load_index_ms,load_candidates_ms,city_resolve_ms,polyline_refine_ms,score_and_rank_ms,candidate_way_ids,matched_way_rows,scored_rows,effective_speed_kmh,city_name
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,48.7719407,8.3394489,39.227,hybrid,0,ok,,14.94,14.06,43.714,0.33,9.76,0.87,1.3,3.01,618,618,618,70,Karlsruhe
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,48.7719407,8.3394489,39.227,hybrid,1,ok,,15.07,14.18,43.686,0.35,9.91,0.86,1.32,2.98,618,618,618,70,Karlsruhe
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,48.7719407,8.3394489,39.227,polyline,0,ok,,18.17,15.42,44.148,0.32,9.39,0.79,3.17,4.82,618,618,618,70,Karlsruhe
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,48.7719407,8.3394489,39.227,polyline,1,ok,,18.560000000000002,15.92,45.774,0.32,9.93,0.82,3.07,4.74,618,618,618,70,Karlsruhe
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,310.290,bbox,0,ok,,11.04,11.44,41.052,0.31,8.78,0.65,0.0,1.61,581,581,581,30,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,310.290,bbox,1,ok,,10.739999999999998,11.14,39.927,0.31,8.54,0.61,0.0,1.59,581,581,581,30,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,310.290,hybrid,0,ok,,13.540000000000001,12.59,42.868,0.31,8.63,0.65,1.35,2.91,581,581,581,30,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,310.290,hybrid,1,ok,,13.379999999999999,12.44,41.917,0.31,8.47,0.62,1.35,2.94,581,581,581,30,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,310.290,polyline,0,ok,,17.0,14.42,43.714,0.32,8.65,0.63,3.0,4.72,581,581,581,30,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,310.290,polyline,1,ok,,17.09,14.57,44.018,0.32,8.9,0.66,2.93,4.6,581,581,581,30,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,20.000,bbox,0,ok,,16.4,16.86,46.592,0.33,12.35,0.63,0.0,3.42,1271,1271,1271,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,20.000,bbox,1,ok,,16.32,16.82,46.74,0.33,12.07,0.64,0.0,3.61,1271,1271,1271,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,20.000,hybrid,0,ok,,19.65,18.55,48.171,0.33,12.24,0.64,1.6,5.17,1271,1271,1271,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,20.000,hybrid,1,ok,,19.09,18.21,48.366,0.34,12.34,0.65,1.38,4.72,1271,1271,1271,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,20.000,polyline,0,ok,,27.15,22.28,52.261,0.34,12.25,0.62,5.38,8.9,1271,1271,1271,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,20.000,polyline,1,ok,,27.15,22.35,51.484,0.33,12.36,0.64,5.29,8.86,1271,1271,1271,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.8817950,8.7161100,305.740,bbox,0,ok,,12.229999999999999,12.7,42.141,0.36,9.25,0.62,0.0,2.36,744,744,744,30,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.8817950,8.7161100,305.740,bbox,1,ok,,12.22,12.64,41.893,0.32,9.2,0.63,0.0,2.39,744,744,744,30,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.8817950,8.7161100,305.740,hybrid,0,ok,,15.43,14.45,47.504,0.35,9.75,0.61,1.43,3.64,744,744,744,30,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.8817950,8.7161100,305.740,hybrid,1,ok,,15.49,14.44,44.605,0.35,9.41,0.63,1.51,3.94,744,744,744,30,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.8817950,8.7161100,305.740,polyline,0,ok,,19.779999999999998,16.6,46.585,0.33,9.53,0.62,3.63,6.0,744,744,744,30,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.8817950,8.7161100,305.740,polyline,1,ok,,18.99,15.89,44.358,0.32,9.08,0.61,3.5,5.8,744,744,744,30,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,5.840,bbox,0,ok,,19.79,20.31,50.793,0.36,14.31,0.64,0.0,4.84,1660,1660,1660,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,5.840,bbox,1,ok,,19.57,20.1,50.349,0.35,14.02,0.66,0.0,4.89,1660,1660,1660,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,5.840,hybrid,0,ok,,22.23,21.58,51.053,0.33,14.39,0.66,1.18,6.0,1660,1660,1660,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,5.840,hybrid,1,ok,,22.13,21.46,51.229,0.33,14.27,0.63,1.19,6.04,1660,1660,1660,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,5.840,polyline,0,ok,,33.34,27.13,57.335,0.31,14.3,0.64,6.72,11.68,1660,1660,1660,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,5.840,polyline,1,ok,,33.61,27.25,57.498,0.32,14.51,0.63,6.89,11.58,1660,1660,1660,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.9023700,8.6597133,302.120,bbox,0,ok,,15.440000000000001,15.85,45.365,0.3,12.16,0.65,0.0,2.63,977,977,977,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.9023700,8.6597133,302.120,bbox,1,ok,,15.010000000000002,15.46,45.515,0.33,11.66,0.65,0.0,2.7,977,977,977,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.9023700,8.6597133,302.120,hybrid,0,ok,,17.39,16.74,46.132,0.31,11.76,0.7,1.08,3.85,977,977,977,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.9023700,8.6597133,302.120,hybrid,1,ok,,17.470000000000002,16.75,45.825,0.3,11.89,0.63,1.13,3.82,977,977,977,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.9023700,8.6597133,302.120,polyline,0,ok,,23.080000000000002,19.22,49.483,0.34,11.18,0.63,4.31,6.96,977,977,977,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.9023700,8.6597133,302.120,polyline,1,ok,,23.490000000000002,19.66,49.981,0.36,11.36,0.64,4.32,7.17,977,977,977,50,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,48.9053133,8.6506200,203.180,bbox,0,ok,,12.49,13.07,42.966,0.33,10.04,0.64,0.0,1.81,650,650,650,100,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,48.9053133,8.6506200,203.180,bbox,1,ok,,12.82,13.21,42.79,0.3,10.27,0.68,0.0,1.87,650,650,650,100,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,48.9053133,8.6506200,203.180,hybrid,0,ok,,15.160000000000002,14.5,43.94,0.37,10.46,0.66,1.14,2.9,650,650,650,100,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,48.9053133,8.6506200,203.180,hybrid,1,ok,,15.249999999999998,14.49,44.689,0.33,10.27,0.69,1.2,3.09,650,650,650,100,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,48.9053133,8.6506200,203.180,polyline,0,ok,,18.72,16.22,46.067,0.4,10.27,0.66,3.01,4.78,650,650,650,100,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,48.9053133,8.6506200,203.180,polyline,1,ok,,18.3,15.91,45.215,0.32,10.15,0.69,2.81,4.65,650,650,650,100,Pforzheim
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,48.9621635,8.4127321,59.723,bbox,0,ok,,12.2,12.61,42.208,0.34,10.16,0.6,0.0,1.44,535,535,535,120,Karlsruhe
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,48.9621635,8.4127321,59.723,bbox,1,ok,,11.98,12.43,42.103,0.35,9.9,0.59,0.0,1.49,535,535,535,120,Karlsruhe
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,48.9621635,8.4127321,59.723,hybrid,0,ok,,14.73,13.69,43.62,0.34,9.79,0.57,1.47,2.9,535,535,535,120,Karlsruhe
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,48.9621635,8.4127321,59.723,hybrid,1,ok,,14.51,13.61,43.095,0.36,9.63,0.62,1.35,2.91,535,535,535,120,Karlsruhe
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,48.9621635,8.4127321,59.723,polyline,0,ok,,17.520000000000003,15.3,45.216,0.31,10.21,0.58,2.63,4.1,535,535,535,120,Karlsruhe
S3,SQLite/RTree,mapdata/dist-v3/karlsruhe-regbez/speeds_v3.sqlite,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,48.9621635,8.4127321,59.723,polyline,1,ok,,17.41,15.27,45.057,0.31,10.22,0.61,2.55,4.03,535,535,535,120,Karlsruhe
