device,dataset_kind,db_size_bytes,has_way_tile_table,has_ways_rtree_table,probe_id,stratum,region,variant,effective_variant,distance_mode,avg_ms,p50_ms,min_ms,max_ms
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_same_name_parallel,urban_same_name_parallel,karlsruhe-regbez,v2,v2,bbox,4.481707999999999,4.51325,4.338791,4.634958
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_same_name_parallel,urban_same_name_parallel,karlsruhe-regbez,v2,v2,hybrid,10.8517252,10.740667,10.545417,11.604083
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_same_name_parallel,urban_same_name_parallel,karlsruhe-regbez,v2,v2,polyline,19.526416599999997,19.500084,19.38475,19.719916
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_same_name_parallel,urban_same_name_parallel,karlsruhe-regbez,v3,v1,bbox,128.09625820000002,127.936,127.714584,128.617083
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_same_name_parallel,urban_same_name_parallel,karlsruhe-regbez,v3,v1,hybrid,133.884542,133.6985,133.376167,134.802792
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_same_name_parallel,urban_same_name_parallel,karlsruhe-regbez,v3,v1,polyline,143.65868300000002,143.476125,141.848833,145.709458
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_same_name_parallel,urban_same_name_parallel,karlsruhe-regbez,v4,v2,bbox,4.43605,4.343208,4.328125,4.7065
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_same_name_parallel,urban_same_name_parallel,karlsruhe-regbez,v4,v2,hybrid,10.3817418,10.308417,10.17625,10.815083
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_same_name_parallel,urban_same_name_parallel,karlsruhe-regbez,v4,v2,polyline,19.3939168,19.331583,19.139917,19.6845
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_urban_transition,urban_transition,karlsruhe-regbez,v1,v1,bbox,137.71165000000002,137.55225,136.728583,138.41325
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_urban_transition,urban_transition,karlsruhe-regbez,v1,v1,hybrid,144.82526660000002,144.108875,143.586125,146.431083
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_urban_transition,urban_transition,karlsruhe-regbez,v1,v1,polyline,154.4292918,154.536708,153.572417,154.920042
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_urban_transition,urban_transition,karlsruhe-regbez,v2,v2,bbox,4.644500000000001,4.572209,4.512208,4.823458
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_urban_transition,urban_transition,karlsruhe-regbez,v2,v2,hybrid,10.7530164,10.788541,10.341958,11.177917
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_urban_transition,urban_transition,karlsruhe-regbez,v2,v2,polyline,19.947758200000003,20.3105,18.937916,20.706333
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_urban_transition,urban_transition,karlsruhe-regbez,v3,v1,bbox,143.71255860000002,143.315209,139.967,147.724667
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_urban_transition,urban_transition,karlsruhe-regbez,v3,v1,hybrid,145.26476680000002,145.233583,144.485917,146.101083
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_urban_transition,urban_transition,karlsruhe-regbez,v3,v1,polyline,154.2542668,154.257042,153.92025,154.629209
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_urban_transition,urban_transition,karlsruhe-regbez,v4,v2,bbox,4.4906,4.486166,4.456417,4.5315
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_urban_transition,urban_transition,karlsruhe-regbez,v4,v2,hybrid,10.611758,10.495291,10.351542,11.224458
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_urban_transition,urban_transition,karlsruhe-regbez,v4,v2,polyline,19.3941166,19.292708,18.862708,20.053667
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,v1,v1,bbox,127.60526680000001,127.825958,126.72175,128.15375
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,v1,v1,hybrid,133.20789180000003,132.940125,132.625167,134.094375
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,v1,v1,polyline,142.14278359999997,141.908459,141.038083,143.839583
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,v2,v2,bbox,4.316575,4.3115,4.237417,4.395791
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,v2,v2,hybrid,10.601108400000001,10.601917,10.271208,11.023583
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,v2,v2,polyline,18.9375002,18.771667,18.697209,19.526416
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,v3,v1,bbox,126.938375,127.035375,126.137792,127.595375
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,v3,v1,hybrid,133.9858918,134.171833,132.957,135.091959
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,v3,v1,polyline,143.0360418,142.88775,142.221333,144.641458
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,v4,v2,bbox,4.2948916,4.303084,4.178416,4.380666
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,v4,v2,hybrid,10.7457504,10.423334,10.308334,11.310709
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,gernsbach_regional_ref,regional_arterial_ref,karlsruhe-regbez,v4,v2,polyline,18.943508400000002,18.925125,18.68125,19.26775
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,v1,v1,bbox,156.67369179999997,155.88325,155.560125,159.115084
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,v1,v1,hybrid,162.9853502,163.179167,161.908875,163.545792
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,v1,v1,polyline,172.2699,172.41625,170.57875,173.736208
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,v2,v2,bbox,6.997108399999999,6.989917,6.823333,7.098208
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,v2,v2,hybrid,13.463900200000001,13.262459,13.245834,14.075708
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,v2,v2,polyline,21.0843834,20.835375,20.557792,21.679375
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,v3,v1,bbox,156.30798339999998,156.352417,155.349084,157.133333
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,v3,v1,hybrid,163.3719082,163.526042,162.328083,164.361708
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,v3,v1,polyline,170.8969836,170.568626,169.894584,172.28525
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,v4,v2,bbox,6.975350000000001,7.022458,6.825958,7.167708
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,v4,v2,hybrid,13.7145916,13.566791,13.3715,14.041875
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,v4,v2,polyline,21.3481918,21.293,20.729375,22.287708
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,v1,v1,bbox,163.4850332,166.575666,156.498625,168.071541
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,v1,v1,hybrid,164.18651640000002,164.338375,162.924291,164.893416
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,v1,v1,polyline,186.6565836,184.021375,182.350959,199.86175
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,v2,v2,bbox,9.453899799999999,9.401917,9.190583,9.911958
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,v2,v2,hybrid,16.4355416,16.53425,16.154167,16.566458
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,v2,v2,polyline,34.8622414,34.848208,34.194792,35.645666
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,v3,v1,bbox,157.59550819999998,157.716292,157.044041,157.984917
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,v3,v1,hybrid,165.04856660000002,164.725041,163.99475,166.489458
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,v3,v1,polyline,183.7580998,183.721875,182.505583,185.527791
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,v4,v2,bbox,9.5346082,9.338,9.254542,10.244
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,v4,v2,hybrid,16.667691599999998,16.795833,15.780333,17.243
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,v4,v2,polyline,34.878225,34.683167,34.441958,35.7735
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,v1,v1,bbox,156.2852088,156.69525,155.553209,156.719125
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,v1,v1,hybrid,162.9759416,162.708791,160.962167,166.7305
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,v1,v1,polyline,172.5070748,172.167583,171.515583,174.041958
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,v2,v2,bbox,7.937974800000001,7.959833,7.78325,8.089083
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,v2,v2,hybrid,14.8156916,14.705417,14.2785,15.446166
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,v2,v2,polyline,25.0934502,25.066833,24.780209,25.432167
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,v3,v1,bbox,155.60632500000003,155.549875,154.9825,156.173833
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,v3,v1,hybrid,165.2698668,163.006458,161.190042,176.100917
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,v3,v1,polyline,173.50521659999998,173.307208,171.650208,176.090292
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,v4,v2,bbox,8.0677166,8.127083,7.88125,8.245167
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,v4,v2,hybrid,14.665591599999999,14.534792,14.303083,15.54275
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,v4,v2,polyline,25.340608000000003,25.6665,24.260833,26.0195
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,v1,v1,bbox,148.551058,148.416708,148.036458,149.3205
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,v1,v1,hybrid,153.98532519999998,154.123542,153.165542,155.009833
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,v1,v1,polyline,179.84003360000003,179.775625,178.649626,180.721
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,v2,v2,bbox,10.6232664,10.72,10.065667,11.278791
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,v2,v2,hybrid,15.577875,15.588375,15.249041,15.938417
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,v2,v2,polyline,41.3222336,41.26025,40.992084,41.775667
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,v3,v1,bbox,148.3409332,148.678125,147.117333,149.306041
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,v3,v1,hybrid,153.3076666,153.560791,152.668292,153.696208
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,v3,v1,polyline,178.71765019999998,178.672001,178.289,179.253375
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,v4,v2,bbox,10.8494416,10.777542,10.439083,11.411958
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,v4,v2,hybrid,15.520192,15.559542,15.213584,15.819
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,v4,v2,polyline,41.6469916,41.771583,41.006917,42.27475
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,v1,v1,bbox,155.39817499999998,153.500042,152.680375,163.728
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,v1,v1,hybrid,159.33117520000002,159.023792,158.185959,160.921625
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,v1,v1,polyline,174.9203666,174.5545,174.0665,175.79575
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,v2,v2,bbox,8.4200084,8.362084,8.0985,9.05725
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,v2,v2,hybrid,13.985733399999997,13.806833,13.681709,14.344083
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,v2,v2,polyline,29.7261334,29.494084,29.264625,30.2705
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,v3,v1,bbox,158.5061582,160.032625,153.769791,162.566375
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,v3,v1,hybrid,160.34435000000002,159.915167,159.545208,161.582083
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,v3,v1,polyline,175.19265020000003,175.313917,174.273625,175.986333
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,v4,v2,bbox,8.145325,8.155584,7.978958,8.258917
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,v4,v2,hybrid,13.981033400000001,13.908917,13.514125,14.479625
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,v4,v2,polyline,29.424258,29.032291,28.774875,30.383833
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,v1,v1,bbox,153.29640020000002,152.873209,152.582167,154.768125
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,v1,v1,hybrid,159.2282168,158.336458,158.031,162.600375
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,v1,v1,polyline,166.1499002,166.307959,164.590042,167.552792
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,v2,v2,bbox,7.1884248,6.862708,6.794,8.330166
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,v2,v2,hybrid,12.719458,12.704041,12.241541,13.097
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,v2,v2,polyline,20.502625000000002,20.545875,19.633792,20.952208
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,v3,v1,bbox,153.24515019999998,152.8375,151.293959,156.722708
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,v3,v1,hybrid,158.8172168,158.188708,156.675584,162.682084
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,v3,v1,polyline,166.8391252,166.659542,165.830125,168.836625
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,v4,v2,bbox,6.7688668000000005,6.782458,6.574125,6.976667
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,v4,v2,hybrid,12.342441599999999,12.398,12.028125,12.488041
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,pforzheim_no_match_gap,no_match_gap,karlsruhe-regbez,v4,v2,polyline,20.9302832,20.966833,20.523958,21.220375
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,v1,v1,bbox,140.14465839999997,140.134375,139.332583,141.056875
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,v1,v1,hybrid,145.83907519999997,145.907792,145.078875,146.195542
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,v1,v1,polyline,152.4256834,152.356125,151.772458,153.050792
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,v2,v2,bbox,8.0872502,8.088875,7.960667,8.223167
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,v2,v2,hybrid,14.55995,14.447584,14.298375,15.002542
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,v2,v2,polyline,20.4955334,20.44525,20.2025,21.037959
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,v3,v1,bbox,139.9882418,139.90875,139.024667,141.045375
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,v3,v1,hybrid,146.55342520000002,146.369084,145.695959,147.521916
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,v3,v1,polyline,152.42083359999998,152.105459,151.767084,153.2705
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,v4,v2,bbox,8.029233399999999,8.018125,7.960208,8.156459
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,v4,v2,hybrid,14.457208399999999,14.382,14.130917,14.999292
Pixel_API_36,baden_wuerttemberg_v4,502030336,true,false,karlsruhe_motorway_highspeed,motorway_highspeed,karlsruhe-regbez,v4,v2,polyline,20.489041800000003,20.466042,20.306208,20.787917
