device,dataset_kind,db_path,db_size_bytes,has_way_tile_table,probe_id,stratum,region,lat,lon,variant,distance_mode,avg_ms,p50_ms,min_ms,max_ms,generated_at_utc
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,v2,polycontainment,0.88,0.77,0.76,1.31,2026-05-02T10:57:58Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,v2,polyline,10.4,10.23,10.22,10.78,2026-05-02T10:57:58Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,v3,bbox,2.38,2.65,1.65,3.11,2026-05-02T10:57:58Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,v3,hybrid,4.16,4.02,3.97,4.77,2026-05-02T10:57:58Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,v3,polycontainment,0.79,0.77,0.76,0.86,2026-05-02T10:57:58Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,v3,polyline,6.05,5.91,5.88,6.65,2026-05-02T10:57:58Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,v4,bbox,11.56,10.98,10.29,14.18,2026-05-02T10:57:58Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,v4,hybrid,12.93,12.75,12.36,13.68,2026-05-02T10:57:58Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,v4,polycontainment,1.11,1.01,0.85,1.74,2026-05-02T10:57:58Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_low_speed_start,low_speed_intersection,karlsruhe-regbez,48.8800067,8.7178683,v4,polyline,15.67,15.59,14.64,16.57,2026-05-02T10:57:58Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v1,bbox,50.32,50.83,48.24,52.52,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v1,hybrid,53.73,52.09,51.21,58.28,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v1,polycontainment,0.83,0.79,0.76,0.92,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v1,polyline,56.49,55.97,54.65,58.38,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v2,bbox,8.87,8.45,8.35,10.17,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v2,hybrid,12.2,12.3,11.88,12.56,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v2,polycontainment,0.78,0.76,0.76,0.87,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v2,polyline,17.08,17.3,16.21,17.45,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v3,bbox,3.99,3.92,3.79,4.4,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v3,hybrid,7.53,7.57,7.2,7.76,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v3,polycontainment,0.8,0.78,0.77,0.89,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v3,polyline,12.3,12.35,11.92,12.59,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v4,bbox,14.77,14.31,13.48,17.56,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v4,hybrid,23.77,21.39,17.58,38.98,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v4,polycontainment,0.87,0.85,0.83,0.97,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_ref_parallel,same_ref_parallel,karlsruhe-regbez,48.8840867,8.7115283,v4,polyline,22.27,22.34,21.16,23.29,2026-05-02T10:58:00Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v1,bbox,48.83,48.47,47.41,50.9,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v1,hybrid,49.02,48.67,48.48,50.29,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v1,polycontainment,0.83,0.81,0.78,0.93,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v1,polyline,51.11,50.88,50.47,52.32,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v2,bbox,7.1,7.03,6.81,7.37,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v2,hybrid,10.31,10.3,10.22,10.43,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v2,polycontainment,0.88,0.87,0.82,0.95,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v2,polyline,12.91,13.02,12.35,13.25,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v3,bbox,2.41,2.4,2.33,2.48,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v3,hybrid,5.09,5.1,4.98,5.17,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v3,polycontainment,0.83,0.83,0.79,0.9,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v3,polyline,7.93,7.82,7.82,8.27,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v4,bbox,11.56,11.5,11.24,11.88,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v4,hybrid,15.66,14.73,13.7,20.69,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v4,polycontainment,0.86,0.87,0.8,0.95,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_same_name_release,same_name_release,karlsruhe-regbez,48.881795,8.71611,v4,polyline,16.89,17.04,16.17,17.15,2026-05-02T10:58:01Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v1,bbox,47.77,47.59,47.41,48.42,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v1,hybrid,51.45,51.54,50.44,52.22,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v1,polycontainment,0.79,0.76,0.75,0.88,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v1,polyline,58.71,58.69,57.35,59.93,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v2,bbox,9.22,9.19,9.05,9.43,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v2,hybrid,13.56,13.55,13.46,13.67,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v2,polycontainment,0.77,0.77,0.74,0.83,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v2,polyline,20.41,20.43,20.11,20.74,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v3,bbox,5.33,5.23,5.19,5.76,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v3,hybrid,9.39,9.39,9.12,9.81,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v3,polycontainment,0.78,0.78,0.74,0.83,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v3,polyline,15.67,15.58,15.41,16,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v4,bbox,14.53,14.4,13.6,15.39,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v4,hybrid,20.56,20.81,19.47,21.49,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v4,polycontainment,0.88,0.83,0.82,1.01,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_tunnel_portal,tunnel_portal,karlsruhe-regbez,48.8944817,8.6943583,v4,polyline,26.97,27.07,26.28,27.96,2026-05-02T10:58:02Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v1,bbox,48.29,48.76,46.45,49.39,2026-05-02T10:58:04Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v1,hybrid,51.87,51.89,50.85,52.79,2026-05-02T10:58:04Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v1,polycontainment,0.77,0.75,0.75,0.87,2026-05-02T10:58:04Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v1,polyline,54.76,54.66,53.61,55.78,2026-05-02T10:58:04Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v2,bbox,7.61,7.67,7.39,7.86,2026-05-02T10:58:04Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v2,hybrid,10.69,10.68,10.53,10.89,2026-05-02T10:58:04Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v2,polycontainment,0.81,0.79,0.78,0.88,2026-05-02T10:58:04Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v2,polyline,15.21,15.17,14.96,15.5,2026-05-02T10:58:04Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v3,bbox,3.45,3.47,3.36,3.51,2026-05-02T10:58:04Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v3,hybrid,6.37,6.36,6.28,6.51,2026-05-02T10:58:04Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v3,polycontainment,0.81,0.81,0.75,0.9,2026-05-02T10:58:04Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v3,polyline,10.52,10.16,10.07,11.18,2026-05-02T10:58:04Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v4,bbox,12.02,12.07,11.03,12.95,2026-05-02T10:58:04Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v4,hybrid,15.91,15.95,15.08,16.88,2026-05-02T10:58:04Z
"platform=iOS Simulator,OS=18.6,name=iPhone 16",baden_wuerttemberg_v4,/Users/raphaelvolz/Github/youspeed.de/mapdata/dist-v4/baden-wuerttemberg-bench/speeds_v4.sqlite,502030336,true,pforzheim_distance_fallback,distance_fallback,karlsruhe-regbez,48.90237,8.6597133,v4,polycontainment,0.89,0.88,0.85,0.98,2026-05-02T10:58:04Z
