date_utc,old_pbf,new_pbf,latest_pbf,delta_osc,delta_method,old_seq,new_seq,delta_start_seq,delta_end_seq,old_replication_ts,new_replication_ts,way_create_count,way_modify_count,way_delete_count,way_total_count,maxspeed_way_create_count,maxspeed_way_modify_count,maxspeed_way_delete_count,maxspeed_way_total_count
2026-02-23T14:48:24Z,/Users/raphaelvolz/Github/youspeed.de/mapdata/raw/archive/germany-seq4701-20260221T212120Z.osm.pbf,/Users/raphaelvolz/Github/youspeed.de/mapdata/raw/archive/germany-seq4702-20260222T212105Z.osm.pbf,/Users/raphaelvolz/Github/youspeed.de/mapdata/raw/germany-latest.osm.pbf,,local_way_stream_compare,4701,4702,4702,4702,2026-02-21T21:21:20Z,2026-02-22T21:21:05Z,10189,22737,1111,34037,280,400,31,711
