date,architecture,architecture_label,update_unit,changed_way_count,maxspeed_tag_changes,touched_units,touched_units_per_1000_changed_ways,apply_ms,apply_ms_per_1000_touched_units,payload_bytes,payload_mb,payload_observed,payload_status,payload_source,source,notes
2026-01-31,S2,content-addressed tile packs,invalidated tile packs,53963,4868,2631,48.756,,,56119230,56.119230,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-01-31,S3,SQLite/RTree,SQL rows touched,53963,4868,122334,2266.998,987.688,8.074,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-01-31,S4,SQLite/RTree plus tile prefilter,SQL rows touched,53963,4868,165684,3070.326,1298.012,7.834,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-01,S1,global index files,invalidated index partitions,53215,5615,6805,127.877,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-01,S2,content-addressed tile packs,invalidated tile packs,53215,5615,2674,50.249,,,57036420,57.036420,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-01,S3,SQLite/RTree,SQL rows touched,53215,5615,115110,2163.112,968.186,8.411,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-01,S4,SQLite/RTree plus tile prefilter,SQL rows touched,53215,5615,156360,2938.269,1275.727,8.159,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-02,S1,global index files,invalidated index partitions,59449,5668,7516,126.428,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-02,S2,content-addressed tile packs,invalidated tile packs,59449,5668,2905,48.865,,,61963650,61.963650,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-02,S3,SQLite/RTree,SQL rows touched,59449,5668,131727,2215.798,1048.663,7.961,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-02,S4,SQLite/RTree plus tile prefilter,SQL rows touched,59449,5668,178776,3007.216,1399.587,7.829,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-03,S1,global index files,invalidated index partitions,64152,4810,6524,101.696,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-03,S2,content-addressed tile packs,invalidated tile packs,64152,4810,2616,40.778,,,55799280,55.799280,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-03,S3,SQLite/RTree,SQL rows touched,64152,4810,143160,2231.575,1033.149,7.217,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-03,S4,SQLite/RTree plus tile prefilter,SQL rows touched,64152,4810,193812,3021.137,1374.265,7.091,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-04,S1,global index files,invalidated index partitions,63148,5071,6387,101.143,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-04,S2,content-addressed tile packs,invalidated tile packs,63148,5071,2571,40.714,,,54839430,54.839430,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-04,S3,SQLite/RTree,SQL rows touched,63148,5071,136074,2154.843,1019.883,7.495,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-04,S4,SQLite/RTree plus tile prefilter,SQL rows touched,63148,5071,184173,2916.529,1358.713,7.377,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-05,S1,global index files,invalidated index partitions,55575,4701,6053,108.916,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-05,S2,content-addressed tile packs,invalidated tile packs,55575,4701,2546,45.812,,,54306180,54.306180,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-05,S3,SQLite/RTree,SQL rows touched,55575,4701,120651,2170.958,935.418,7.753,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-05,S4,SQLite/RTree plus tile prefilter,SQL rows touched,55575,4701,163337,2939.037,1232.808,7.548,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-06,S1,global index files,invalidated index partitions,59015,4029,6827,115.682,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-06,S2,content-addressed tile packs,invalidated tile packs,59015,4029,2748,46.564,,,58614840,58.614840,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-06,S3,SQLite/RTree,SQL rows touched,59015,4029,128457,2176.684,989.490,7.703,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-06,S4,SQLite/RTree plus tile prefilter,SQL rows touched,59015,4029,174272,2953.012,1337.103,7.673,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-07,S1,global index files,invalidated index partitions,56249,4915,7010,124.624,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-07,S2,content-addressed tile packs,invalidated tile packs,56249,4915,2804,49.850,,,59809320,59.809320,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-07,S3,SQLite/RTree,SQL rows touched,56249,4915,129987,2310.921,972.341,7.480,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-07,S4,SQLite/RTree plus tile prefilter,SQL rows touched,56249,4915,176401,3136.074,1358.934,7.704,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-08,S1,global index files,invalidated index partitions,57287,5310,7454,130.117,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-08,S2,content-addressed tile packs,invalidated tile packs,57287,5310,2907,50.744,,,62006310,62.006310,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-08,S3,SQLite/RTree,SQL rows touched,57287,5310,126696,2211.601,1029.927,8.129,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-08,S4,SQLite/RTree plus tile prefilter,SQL rows touched,57287,5310,172087,3003.945,1383.159,8.038,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-09,S1,global index files,invalidated index partitions,63391,4822,7418,117.020,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-09,S2,content-addressed tile packs,invalidated tile packs,63391,4822,2891,45.606,,,61665030,61.665030,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-09,S3,SQLite/RTree,SQL rows touched,63391,4822,140733,2220.079,1077.608,7.657,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-09,S4,SQLite/RTree plus tile prefilter,SQL rows touched,63391,4822,190680,3007.998,1420.848,7.451,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-10,S1,global index files,invalidated index partitions,66493,4997,6884,103.530,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-10,S2,content-addressed tile packs,invalidated tile packs,66493,4997,2791,41.974,,,59532030,59.532030,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-10,S3,SQLite/RTree,SQL rows touched,66493,4997,158028,2376.611,1096.130,6.936,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-10,S4,SQLite/RTree plus tile prefilter,SQL rows touched,66493,4997,213766,3214.865,1450.579,6.786,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-11,S1,global index files,invalidated index partitions,60647,4906,6702,110.508,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-11,S2,content-addressed tile packs,invalidated tile packs,60647,4906,2711,44.701,,,57825630,57.825630,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-11,S3,SQLite/RTree,SQL rows touched,60647,4906,146115,2409.270,1179.692,8.074,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-11,S4,SQLite/RTree plus tile prefilter,SQL rows touched,60647,4906,197824,3261.893,1505.814,7.612,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-12,S1,global index files,invalidated index partitions,57106,4330,6385,111.810,,,915628973,915.628973,reference,observed_reference_full_replacement,mapdata/dist/baden-wuerttemberg-bench/manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Partition invalidation proxy; replacement bytes are a reference full-artifact replacement when a manifest is present.
2026-02-12,S2,content-addressed tile packs,invalidated tile packs,57106,4330,2561,44.846,,,54626130,54.626130,estimated,estimated_from_reference_tilepack_median,mapdata/dist-v2/baden-wuerttemberg-bench/catalog.v2.json,mapdata/reports/deltas/daily-diff-analysis.csv,Tile invalidation proxy; replacement bytes are estimated from the available v2 tile-pack size distribution.
2026-02-12,S3,SQLite/RTree,SQL rows touched,57106,4330,129669,2270.672,1025.024,7.905,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
2026-02-12,S4,SQLite/RTree plus tile prefilter,SQL rows touched,57106,4330,175861,3079.554,1331.874,7.573,,,false,sampled_sql_patch_payloads,mapdata/bench/karlsruhe_osc/*/v3_delta_manifest.json,mapdata/reports/deltas/daily-diff-analysis.csv,Host-side rollback simulation of exact SQL patch apply.
